incorrect,correct,error_type,language,task
"kontientet","kontinentet","missing_letter","sq","albanian_spelling_correction"
"gejografisë","gjeografisë","letter_transposition","sq","albanian_spelling_correction"
"shppjegon","shpjegon","extra_letter","sq","albanian_spelling_correction"
"lëlshko","llëshko","letter_transposition","sq","albanian_spelling_correction"
"yne","ynë","missing_diacritic","sq","albanian_spelling_correction"
"shtëpit","shtëpi","case_ending_error","sq","albanian_spelling_correction"
"ikdume","idkume","letter_transposition","sq","albanian_spelling_correction"
"njëmbëdhjeta","njëmbëdhjetë","case_ending_error","sq","albanian_spelling_correction"
"vendin","vendi","case_ending_error","sq","albanian_spelling_correction"
"kënga","këngë","case_ending_error","sq","albanian_spelling_correction"
"identtetit","identitetit","missing_letter","sq","albanian_spelling_correction"
"msëimore","mësimore","letter_transposition","sq","albanian_spelling_correction"
"katërmbëdjetë","katërmbëdhjetë","digraph_reduction","sq","albanian_spelling_correction"
"lashtat","lashta","case_ending_error","sq","albanian_spelling_correction"
"ptaar","ptar","extra_letter","sq","albanian_spelling_correction"
"ekiipi","ekipi","extra_letter","sq","albanian_spelling_correction"
"mijjëfë","mijëfë","extra_letter","sq","albanian_spelling_correction"
"skojmë","shkojmë","digraph_reduction","sq","albanian_spelling_correction"
"tarnsformon","transformon","letter_transposition","sq","albanian_spelling_correction"
"alum","album","missing_letter","sq","albanian_spelling_correction"
"taredrë","taredri","case_ending_error","sq","albanian_spelling_correction"
"cytetit","qytetit","c_q_confusion","sq","albanian_spelling_correction"
"gjyshë","gjyshi","case_ending_error","sq","albanian_spelling_correction"
"libari","librari","missing_letter","sq","albanian_spelling_correction"
"geografi","gjeografi","digraph_reduction","sq","albanian_spelling_correction"
"dyet","dyzet","missing_letter","sq","albanian_spelling_correction"
"mësimi","mësimin","case_ending_error","sq","albanian_spelling_correction"
"luet","lulet","missing_letter","sq","albanian_spelling_correction"
"gjinië","gjinia","case_ending_error","sq","albanian_spelling_correction"
"ndimë","ndihmë","missing_letter","sq","albanian_spelling_correction"
"konntinentet","kontinentet","extra_letter","sq","albanian_spelling_correction"
"probeme","probleme","missing_letter","sq","albanian_spelling_correction"
"dera","derë","case_ending_error","sq","albanian_spelling_correction"
"pem","pemë","case_ending_error","sq","albanian_spelling_correction"
"epap","epmap","missing_letter","sq","albanian_spelling_correction"
"façe","faqe","c_q_confusion","sq","albanian_spelling_correction"
"skruan","shkruan","digraph_reduction","sq","albanian_spelling_correction"
"parajalë","parafjalë","missing_letter","sq","albanian_spelling_correction"
"përkuhtim","përkushtim","missing_letter","sq","albanian_spelling_correction"
"githmonë","gjithmonë","digraph_reduction","sq","albanian_spelling_correction"
"dgëjoj","dëgjoj","letter_transposition","sq","albanian_spelling_correction"
"këttuurl","këtuurl","extra_letter","sq","albanian_spelling_correction"
"kommunikimin","komunikimin","extra_letter","sq","albanian_spelling_correction"
"sukkses","sukses","extra_letter","sq","albanian_spelling_correction"
"hauzim","huazim","letter_transposition","sq","albanian_spelling_correction"
"bukra","bukura","missing_letter","sq","albanian_spelling_correction"
"jgjje","jgje","extra_letter","sq","albanian_spelling_correction"
"stet","shtet","digraph_reduction","sq","albanian_spelling_correction"
"përrpara","përpara","extra_letter","sq","albanian_spelling_correction"
"ideentitetit","identitetit","extra_letter","sq","albanian_spelling_correction"
"emil","email","missing_letter","sq","albanian_spelling_correction"
"legislacion","legjislacion","digraph_reduction","sq","albanian_spelling_correction"
"sprt","sport","missing_letter","sq","albanian_spelling_correction"
"ngadalta","ngadaltë","case_ending_error","sq","albanian_spelling_correction"
"dgiraf","digraf","letter_transposition","sq","albanian_spelling_correction"
"laboratorin","laboratori","case_ending_error","sq","albanian_spelling_correction"
"djetëmijë","dhjetëmijë","digraph_reduction","sq","albanian_spelling_correction"
"përmër","përemër","missing_letter","sq","albanian_spelling_correction"
"hsitori","histori","letter_transposition","sq","albanian_spelling_correction"
"vjeetër","vjetër","extra_letter","sq","albanian_spelling_correction"
"vnedimmarrëse","vendimmarrëse","letter_transposition","sq","albanian_spelling_correction"
"ritet","rritet","digraph_reduction","sq","albanian_spelling_correction"
"ndimon","ndihmon","missing_letter","sq","albanian_spelling_correction"
"baskon","bashkon","digraph_reduction","sq","albanian_spelling_correction"
"mennsë","mensë","extra_letter","sq","albanian_spelling_correction"
"shkkencor","shkencor","extra_letter","sq","albanian_spelling_correction"
"shmng","shmang","missing_letter","sq","albanian_spelling_correction"
"jannë","janë","extra_letter","sq","albanian_spelling_correction"
"skaaner","skaner","extra_letter","sq","albanian_spelling_correction"
"sutdiojnë","studiojnë","letter_transposition","sq","albanian_spelling_correction"
"kaffsh","kafsh","extra_letter","sq","albanian_spelling_correction"
"qveeria","qeveria","letter_transposition","sq","albanian_spelling_correction"
"vendë","vendi","case_ending_error","sq","albanian_spelling_correction"
"univrsal","universal","missing_letter","sq","albanian_spelling_correction"
"kannal","kanal","extra_letter","sq","albanian_spelling_correction"
"thelë","thellë","missing_letter","sq","albanian_spelling_correction"
"puna","punë","case_ending_error","sq","albanian_spelling_correction"
"prezatojmë","prezantojmë","missing_letter","sq","albanian_spelling_correction"
"efiikasitet","efikasitet","extra_letter","sq","albanian_spelling_correction"
"kujtese","kujtesë","missing_diacritic","sq","albanian_spelling_correction"
"dyzzet","dyzet","extra_letter","sq","albanian_spelling_correction"
"argetohemi","argëtohemi","missing_diacritic","sq","albanian_spelling_correction"
"oborin","oborrin","digraph_reduction","sq","albanian_spelling_correction"
"mbarese","mbaresë","case_ending_error","sq","albanian_spelling_correction"
"dikjt","dikujt","missing_letter","sq","albanian_spelling_correction"
"larte","lartë","missing_diacritic","sq","albanian_spelling_correction"
"perg","përg","missing_diacritic","sq","albanian_spelling_correction"
"kfashë","kafshë","letter_transposition","sq","albanian_spelling_correction"
"msëojmë","mësojmë","letter_transposition","sq","albanian_spelling_correction"
"tleefon","telefon","letter_transposition","sq","albanian_spelling_correction"
"pushojme","pushojmë","missing_diacritic","sq","albanian_spelling_correction"
"termbëdhjetë","trembëdhjetë","letter_transposition","sq","albanian_spelling_correction"
"parat","para","case_ending_error","sq","albanian_spelling_correction"
"eudkimi","edukimi","letter_transposition","sq","albanian_spelling_correction"
"nëjës","njëjës","digraph_reduction","sq","albanian_spelling_correction"
"kontrllon","kontrollon","missing_letter","sq","albanian_spelling_correction"
"knosiderohet","konsiderohet","letter_transposition","sq","albanian_spelling_correction"
"traitë","traditë","missing_letter","sq","albanian_spelling_correction"
"jemin","jemi","case_ending_error","sq","albanian_spelling_correction"
"bbaat","bbaa","case_ending_error","sq","albanian_spelling_correction"
"kujtesa","kujtesë","case_ending_error","sq","albanian_spelling_correction"
"shkecore","shkencore","missing_letter","sq","albanian_spelling_correction"
"shkolës","shkollës","digraph_reduction","sq","albanian_spelling_correction"
"muza","muze","case_ending_error","sq","albanian_spelling_correction"
"skhronjë","shkronjë","letter_transposition","sq","albanian_spelling_correction"
"tridhjet","tridhjetë","case_ending_error","sq","albanian_spelling_correction"
"jteon","jeton","letter_transposition","sq","albanian_spelling_correction"
"vtiit","vitit","letter_transposition","sq","albanian_spelling_correction"
"komuitet","komunitet","missing_letter","sq","albanian_spelling_correction"
"mennteksper","menteksper","extra_letter","sq","albanian_spelling_correction"
"prezantojm","prezantojmë","case_ending_error","sq","albanian_spelling_correction"
"kafhë","kafshë","missing_letter","sq","albanian_spelling_correction"
"kater","katër","missing_diacritic","sq","albanian_spelling_correction"
"përgatisi","përgatisin","case_ending_error","sq","albanian_spelling_correction"
"mnedim","mendim","letter_transposition","sq","albanian_spelling_correction"
"ëstë","është","missing_letter","sq","albanian_spelling_correction"
"eduuk","eduk","extra_letter","sq","albanian_spelling_correction"
"vleerë","vlerë","extra_letter","sq","albanian_spelling_correction"
"nëri","njëri","digraph_reduction","sq","albanian_spelling_correction"
"mënrën","mënyrën","missing_letter","sq","albanian_spelling_correction"
"personit","personi","case_ending_error","sq","albanian_spelling_correction"
"skhencëtar","shkencëtar","letter_transposition","sq","albanian_spelling_correction"
"populit","popullit","missing_letter","sq","albanian_spelling_correction"
"smang","shmang","digraph_reduction","sq","albanian_spelling_correction"
"grahi","graphi","missing_letter","sq","albanian_spelling_correction"
"mad","madh","digraph_reduction","sq","albanian_spelling_correction"
"karige","karrige","digraph_reduction","sq","albanian_spelling_correction"
"shkolore","shkollore","missing_letter","sq","albanian_spelling_correction"
"përskrimi","përshkrimi","digraph_reduction","sq","albanian_spelling_correction"
"dsahuri","dashuri","letter_transposition","sq","albanian_spelling_correction"
"duaan","duan","extra_letter","sq","albanian_spelling_correction"
"maddh","madh","extra_letter","sq","albanian_spelling_correction"
"msëues","mësues","letter_transposition","sq","albanian_spelling_correction"
"fajli","fjali","letter_transposition","sq","albanian_spelling_correction"
"ssitem","sistem","letter_transposition","sq","albanian_spelling_correction"
"dëggjoj","dëgjoj","extra_letter","sq","albanian_spelling_correction"
"përpktë","përpiktë","missing_letter","sq","albanian_spelling_correction"
"lexxuar","lexuar","extra_letter","sq","albanian_spelling_correction"
"qteësinë","qetësinë","letter_transposition","sq","albanian_spelling_correction"
"liget","ligjet","missing_letter","sq","albanian_spelling_correction"
"llëhko","llëshko","missing_letter","sq","albanian_spelling_correction"
"kultura","kulturë","case_ending_error","sq","albanian_spelling_correction"
"guim","guxim","missing_letter","sq","albanian_spelling_correction"
"madha","madhe","case_ending_error","sq","albanian_spelling_correction"
"historine","historinë","missing_diacritic","sq","albanian_spelling_correction"
"rregullve","rregullave","case_ending_error","sq","albanian_spelling_correction"
"eifkasitet","efikasitet","letter_transposition","sq","albanian_spelling_correction"
"pejsëmarrje","pjesëmarrje","letter_transposition","sq","albanian_spelling_correction"
"tone","tonë","missing_diacritic","sq","albanian_spelling_correction"
"rendësishëm","rëndësishëm","missing_diacritic","sq","albanian_spelling_correction"
"tjerve","tjerëve","case_ending_error","sq","albanian_spelling_correction"
"përgatiti","përgatitin","case_ending_error","sq","albanian_spelling_correction"
"përrmirësimit","përmirësimit","extra_letter","sq","albanian_spelling_correction"
"kujjdesemi","kujdesemi","extra_letter","sq","albanian_spelling_correction"
"miqësit","miqësi","case_ending_error","sq","albanian_spelling_correction"
"tika","tikë","case_ending_error","sq","albanian_spelling_correction"
"mkiroskop","mikroskop","letter_transposition","sq","albanian_spelling_correction"
"toeretik","teoretik","letter_transposition","sq","albanian_spelling_correction"
"ekser","eksper","missing_letter","sq","albanian_spelling_correction"
"gi","gji","digraph_reduction","sq","albanian_spelling_correction"
"ntayrën","natyrën","letter_transposition","sq","albanian_spelling_correction"
"neva","neve","case_ending_error","sq","albanian_spelling_correction"
"shoqërë","shoqëri","case_ending_error","sq","albanian_spelling_correction"
"shoçëri","shoqëri","c_q_confusion","sq","albanian_spelling_correction"
"uhsqim","ushqim","letter_transposition","sq","albanian_spelling_correction"
"lpatop","laptop","letter_transposition","sq","albanian_spelling_correction"
"hisstori","histori","extra_letter","sq","albanian_spelling_correction"
"derjtësi","drejtësi","letter_transposition","sq","albanian_spelling_correction"
"mkirofon","mikrofon","letter_transposition","sq","albanian_spelling_correction"
"graphë","graphi","case_ending_error","sq","albanian_spelling_correction"
"fulturon","fluturon","letter_transposition","sq","albanian_spelling_correction"
"punojne","punojnë","case_ending_error","sq","albanian_spelling_correction"
"pemat","pema","case_ending_error","sq","albanian_spelling_correction"
"poltësoj","plotësoj","letter_transposition","sq","albanian_spelling_correction"
"lummi","lumi","extra_letter","sq","albanian_spelling_correction"
"ndodur","ndodhur","digraph_reduction","sq","albanian_spelling_correction"
"kmieracd","kmieoracd","missing_letter","sq","albanian_spelling_correction"
"mata","mate","case_ending_error","sq","albanian_spelling_correction"
"fjalat","fjala","case_ending_error","sq","albanian_spelling_correction"
"per","për","missing_diacritic","sq","albanian_spelling_correction"
"kulturës","kultura","case_ending_error","sq","albanian_spelling_correction"
"liri","libri","missing_letter","sq","albanian_spelling_correction"
"skhollore","shkollore","letter_transposition","sq","albanian_spelling_correction"
"njëcind","njëqind","c_q_confusion","sq","albanian_spelling_correction"
"vazzhdueshëm","vazhdueshëm","extra_letter","sq","albanian_spelling_correction"
"makkinë","makinë","extra_letter","sq","albanian_spelling_correction"
"ktienolgj","ktienoolgj","missing_letter","sq","albanian_spelling_correction"
"vale","valle","digraph_reduction","sq","albanian_spelling_correction"
"jgjë","jgje","case_ending_error","sq","albanian_spelling_correction"
"rrugat","rruga","case_ending_error","sq","albanian_spelling_correction"
"tjeerëve","tjerëve","extra_letter","sq","albanian_spelling_correction"
"teknologia","teknologjia","digraph_reduction","sq","albanian_spelling_correction"
"ruhhen","ruhen","extra_letter","sq","albanian_spelling_correction"
"baskon","bashkon","missing_letter","sq","albanian_spelling_correction"
"ëtirad","ëtitrad","missing_letter","sq","albanian_spelling_correction"
"punojme","punojmë","case_ending_error","sq","albanian_spelling_correction"
"sollidaritet","solidaritet","extra_letter","sq","albanian_spelling_correction"
"sphresë","shpresë","letter_transposition","sq","albanian_spelling_correction"
"lulle","lule","extra_letter","sq","albanian_spelling_correction"
"ogranizojnë","organizojnë","letter_transposition","sq","albanian_spelling_correction"
"kullt","kult","extra_letter","sq","albanian_spelling_correction"
"kfashe","kafshe","letter_transposition","sq","albanian_spelling_correction"
"eskperiment","eksperiment","letter_transposition","sq","albanian_spelling_correction"
"dmiër","dimër","letter_transposition","sq","albanian_spelling_correction"
"nxëna","nxënës","case_ending_error","sq","albanian_spelling_correction"
"jpeet","jepet","letter_transposition","sq","albanian_spelling_correction"
"kalëzore","kallëzore","digraph_reduction","sq","albanian_spelling_correction"
"perzantim","prezantim","letter_transposition","sq","albanian_spelling_correction"
"sniqertë","sinqertë","letter_transposition","sq","albanian_spelling_correction"
"psuhim","pushim","letter_transposition","sq","albanian_spelling_correction"
"dhjetëmija","dhjetëmijë","case_ending_error","sq","albanian_spelling_correction"
"telbësor","thelbësor","digraph_reduction","sq","albanian_spelling_correction"
"ngadltë","ngadaltë","missing_letter","sq","albanian_spelling_correction"
"qiel","qiell","digraph_reduction","sq","albanian_spelling_correction"
"mësimi","mësimit","case_ending_error","sq","albanian_spelling_correction"
"faqa","faqe","case_ending_error","sq","albanian_spelling_correction"
"qadra","çadra","c_q_confusion","sq","albanian_spelling_correction"
"lasta","lashta","digraph_reduction","sq","albanian_spelling_correction"
"rrien","rriten","missing_letter","sq","albanian_spelling_correction"
"matë","mate","case_ending_error","sq","albanian_spelling_correction"
"rruug","rrug","extra_letter","sq","albanian_spelling_correction"
"fmail","famil","letter_transposition","sq","albanian_spelling_correction"
"rirten","rriten","letter_transposition","sq","albanian_spelling_correction"
"mënrë","mënyrë","missing_letter","sq","albanian_spelling_correction"
"gurpi","grupi","letter_transposition","sq","albanian_spelling_correction"
"nxënësin","nxënësit","case_ending_error","sq","albanian_spelling_correction"
"arin","arrin","missing_letter","sq","albanian_spelling_correction"
"vendsur","vendosur","missing_letter","sq","albanian_spelling_correction"
"sqiptar","shqiptar","digraph_reduction","sq","albanian_spelling_correction"
"nënt","nëntë","case_ending_error","sq","albanian_spelling_correction"
"gajtë","gjatë","letter_transposition","sq","albanian_spelling_correction"
"xhaha","xhaxha","missing_letter","sq","albanian_spelling_correction"
"risohi","ristohi","missing_letter","sq","albanian_spelling_correction"
"gjumë","gjumi","case_ending_error","sq","albanian_spelling_correction"
"mësuesin","mësuesi","case_ending_error","sq","albanian_spelling_correction"
"sisem","sistem","missing_letter","sq","albanian_spelling_correction"
"lbaorator","laborator","letter_transposition","sq","albanian_spelling_correction"
"bashka","bashkë","case_ending_error","sq","albanian_spelling_correction"
"mësam","mësuam","missing_letter","sq","albanian_spelling_correction"
"detyrimë","detyrimi","case_ending_error","sq","albanian_spelling_correction"
"lapptop","laptop","extra_letter","sq","albanian_spelling_correction"
"luajn","luajnë","case_ending_error","sq","albanian_spelling_correction"
"ëhskaf","ëshkaf","letter_transposition","sq","albanian_spelling_correction"
"lmutur","lumtur","letter_transposition","sq","albanian_spelling_correction"
"guxxim","guxim","extra_letter","sq","albanian_spelling_correction"
"kteemesiprer","ktemesiprer","extra_letter","sq","albanian_spelling_correction"
"palestrë","palestra","case_ending_error","sq","albanian_spelling_correction"
"proojektin","projektin","extra_letter","sq","albanian_spelling_correction"
"orgganizim","organizim","extra_letter","sq","albanian_spelling_correction"
"lidëz","lidhëz","digraph_reduction","sq","albanian_spelling_correction"
"darma","drama","letter_transposition","sq","albanian_spelling_correction"
"velfshme","vlefshme","letter_transposition","sq","albanian_spelling_correction"
"hisori","histori","missing_letter","sq","albanian_spelling_correction"
"mriië","mrië","extra_letter","sq","albanian_spelling_correction"
"msëon","mëson","letter_transposition","sq","albanian_spelling_correction"
"ilusrim","ilustrim","missing_letter","sq","albanian_spelling_correction"
"eamil","email","letter_transposition","sq","albanian_spelling_correction"
"enë","ënë","missing_diacritic","sq","albanian_spelling_correction"
"deg","degë","case_ending_error","sq","albanian_spelling_correction"
"dymbëdhjete","dymbëdhjetë","case_ending_error","sq","albanian_spelling_correction"
"garphi","graphi","letter_transposition","sq","albanian_spelling_correction"
"porjektin","projektin","letter_transposition","sq","albanian_spelling_correction"
"skhoj","shkoj","letter_transposition","sq","albanian_spelling_correction"
"shtëpë","shtëpi","case_ending_error","sq","albanian_spelling_correction"
"vazdueshëm","vazhdueshëm","digraph_reduction","sq","albanian_spelling_correction"
"diçkës","diçka","case_ending_error","sq","albanian_spelling_correction"
"spjegon","shpjegon","digraph_reduction","sq","albanian_spelling_correction"
"fjaën","fjalën","missing_letter","sq","albanian_spelling_correction"
"radën","radhën","digraph_reduction","sq","albanian_spelling_correction"
"tilkgenjoo","tlikgenjoo","letter_transposition","sq","albanian_spelling_correction"
"ndricon","ndriçon","missing_diacritic","sq","albanian_spelling_correction"
"priter","printer","missing_letter","sq","albanian_spelling_correction"
"geografis","gjeografis","digraph_reduction","sq","albanian_spelling_correction"
"organizata","organizatë","case_ending_error","sq","albanian_spelling_correction"
"dega","degë","case_ending_error","sq","albanian_spelling_correction"
"prëgjigje","përgjigje","letter_transposition","sq","albanian_spelling_correction"
"toën","tokën","missing_letter","sq","albanian_spelling_correction"
"përrg","përg","extra_letter","sq","albanian_spelling_correction"
"pamjë","pamje","case_ending_error","sq","albanian_spelling_correction"
"historit","histori","case_ending_error","sq","albanian_spelling_correction"
"gjeorafi","gjeografi","missing_letter","sq","albanian_spelling_correction"
"babin","babi","case_ending_error","sq","albanian_spelling_correction"
"hsitorinë","historinë","letter_transposition","sq","albanian_spelling_correction"
"liggj","ligj","extra_letter","sq","albanian_spelling_correction"
"meson","mëson","missing_diacritic","sq","albanian_spelling_correction"
"ogranizim","organizim","letter_transposition","sq","albanian_spelling_correction"
"rergullat","rregullat","letter_transposition","sq","albanian_spelling_correction"
"vziiton","viziton","letter_transposition","sq","albanian_spelling_correction"
"admirimin","admirimi","case_ending_error","sq","albanian_spelling_correction"
"ekpi","ekipi","missing_letter","sq","albanian_spelling_correction"
"demokracë","demokraci","case_ending_error","sq","albanian_spelling_correction"
"mqiësi","miqësi","letter_transposition","sq","albanian_spelling_correction"
"eivtoj","evitoj","letter_transposition","sq","albanian_spelling_correction"
"tinngull","tingull","extra_letter","sq","albanian_spelling_correction"
"ekipit","ekipi","case_ending_error","sq","albanian_spelling_correction"
"dteyrimi","detyrimi","letter_transposition","sq","albanian_spelling_correction"
"sisemi","sistemi","missing_letter","sq","albanian_spelling_correction"
"triishtim","trishtim","extra_letter","sq","albanian_spelling_correction"
"fsat","fshat","missing_letter","sq","albanian_spelling_correction"
"ndrçon","ndriçon","missing_letter","sq","albanian_spelling_correction"
"frik","frikë","drop_final_vowel","sq","albanian_spelling_correction"
"dkiujt","dikujt","letter_transposition","sq","albanian_spelling_correction"
"pejsmarrje","pjesmarrje","letter_transposition","sq","albanian_spelling_correction"
"natë","natën","case_ending_error","sq","albanian_spelling_correction"
"ckatuar","caktuar","letter_transposition","sq","albanian_spelling_correction"
"ndjenë","ndjenjë","digraph_reduction","sq","albanian_spelling_correction"
"mottivim","motivim","extra_letter","sq","albanian_spelling_correction"
"izimrgano","iizmrgano","letter_transposition","sq","albanian_spelling_correction"
"këron","kërkon","missing_letter","sq","albanian_spelling_correction"
"mesoj","mësoj","missing_diacritic","sq","albanian_spelling_correction"
"idenitet","identitet","missing_letter","sq","albanian_spelling_correction"
"skhëlqen","shkëlqen","letter_transposition","sq","albanian_spelling_correction"
"lexxojn","lexojn","extra_letter","sq","albanian_spelling_correction"
"shkenctarët","shkencëtarët","missing_letter","sq","albanian_spelling_correction"
"mattike","matike","extra_letter","sq","albanian_spelling_correction"
"gjashtëmbëdhjete","gjashtëmbëdhjetë","case_ending_error","sq","albanian_spelling_correction"
"temeli","themeli","digraph_reduction","sq","albanian_spelling_correction"
"qyteti","qytetit","case_ending_error","sq","albanian_spelling_correction"
"mëssuesja","mësuesja","extra_letter","sq","albanian_spelling_correction"
"kupptim","kuptim","extra_letter","sq","albanian_spelling_correction"
"proocedurave","procedurave","extra_letter","sq","albanian_spelling_correction"
"mirënohje","mirënjohje","digraph_reduction","sq","albanian_spelling_correction"
"dokuente","dokumente","missing_letter","sq","albanian_spelling_correction"
"guha","gjuha","digraph_reduction","sq","albanian_spelling_correction"
"dteyrën","detyrën","letter_transposition","sq","albanian_spelling_correction"
"iikkmmno","iikkummno","missing_letter","sq","albanian_spelling_correction"
"mejku","mjeku","letter_transposition","sq","albanian_spelling_correction"
"eduukim","edukim","extra_letter","sq","albanian_spelling_correction"
"edukimin","edukimi","case_ending_error","sq","albanian_spelling_correction"
"buur","bukur","missing_letter","sq","albanian_spelling_correction"
"ogran","organ","letter_transposition","sq","albanian_spelling_correction"
"shçiptar","shqiptar","c_q_confusion","sq","albanian_spelling_correction"
"menyrë","mënyrë","missing_diacritic","sq","albanian_spelling_correction"
"demmokraci","demokraci","extra_letter","sq","albanian_spelling_correction"
"luajm","luajmë","case_ending_error","sq","albanian_spelling_correction"
"kryeore","kryesore","missing_letter","sq","albanian_spelling_correction"
"cimarkodë","cimarkode","case_ending_error","sq","albanian_spelling_correction"
"diqka","diçka","c_q_confusion","sq","albanian_spelling_correction"
"llampë","llampa","case_ending_error","sq","albanian_spelling_correction"
"gjsh","gjysh","missing_letter","sq","albanian_spelling_correction"
"biblioteka","bibliotekë","case_ending_error","sq","albanian_spelling_correction"
"fisik","fistik","missing_letter","sq","albanian_spelling_correction"
"përsëndetje","përshëndetje","digraph_reduction","sq","albanian_spelling_correction"
"tëjjlo","tëjlo","extra_letter","sq","albanian_spelling_correction"
"vallë","valle","case_ending_error","sq","albanian_spelling_correction"
"ldihëz","lidhëz","letter_transposition","sq","albanian_spelling_correction"
"hpiokrit","hipokrit","letter_transposition","sq","albanian_spelling_correction"
"sëhron","shëron","letter_transposition","sq","albanian_spelling_correction"
"qnëdrueshëm","qëndrueshëm","letter_transposition","sq","albanian_spelling_correction"
"dika","dikë","case_ending_error","sq","albanian_spelling_correction"
"prëpara","përpara","letter_transposition","sq","albanian_spelling_correction"
"parnverë","pranverë","letter_transposition","sq","albanian_spelling_correction"
"ngyra","ngjyra","digraph_reduction","sq","albanian_spelling_correction"
"shendetshëm","shëndetshëm","missing_diacritic","sq","albanian_spelling_correction"
"ores","orës","missing_diacritic","sq","albanian_spelling_correction"
"historine","historinë","case_ending_error","sq","albanian_spelling_correction"
"sincertë","sinqertë","c_q_confusion","sq","albanian_spelling_correction"
"bukurë","bukura","case_ending_error","sq","albanian_spelling_correction"
"bseim","besim","letter_transposition","sq","albanian_spelling_correction"
"guximsëm","guximshëm","digraph_reduction","sq","albanian_spelling_correction"
"drejtskrim","drejtshkrim","digraph_reduction","sq","albanian_spelling_correction"
"sreial","serial","letter_transposition","sq","albanian_spelling_correction"
"pama","pamë","case_ending_error","sq","albanian_spelling_correction"
"alpikacion","aplikacion","letter_transposition","sq","albanian_spelling_correction"
"idkuma","idkume","case_ending_error","sq","albanian_spelling_correction"
"fmailje","familje","letter_transposition","sq","albanian_spelling_correction"
"kimeoracd","kmieoracd","letter_transposition","sq","albanian_spelling_correction"
"gjaatë","gjatë","extra_letter","sq","albanian_spelling_correction"
"taredrit","taredri","case_ending_error","sq","albanian_spelling_correction"
"tridjetë","tridhjetë","digraph_reduction","sq","albanian_spelling_correction"
"tlikgnjoo","tlikgenjoo","missing_letter","sq","albanian_spelling_correction"
"harehëm","hareshëm","missing_letter","sq","albanian_spelling_correction"
"vnedi","vendi","letter_transposition","sq","albanian_spelling_correction"
"mabjnë","mbajnë","letter_transposition","sq","albanian_spelling_correction"
"vëstrim","vështrim","digraph_reduction","sq","albanian_spelling_correction"
"msëoj","mësoj","letter_transposition","sq","albanian_spelling_correction"
"sfhaqje","shfaqje","letter_transposition","sq","albanian_spelling_correction"
"vizzatim","vizatim","extra_letter","sq","albanian_spelling_correction"
"ldohur","lodhur","letter_transposition","sq","albanian_spelling_correction"
"traedri","taredri","letter_transposition","sq","albanian_spelling_correction"
"fëmjët","fëmijët","missing_letter","sq","albanian_spelling_correction"
"fajlia","fjalia","letter_transposition","sq","albanian_spelling_correction"
"zvillimit","zhvillimit","digraph_reduction","sq","albanian_spelling_correction"
"organizojme","organizojmë","missing_diacritic","sq","albanian_spelling_correction"
"problema","probleme","case_ending_error","sq","albanian_spelling_correction"
"mbrrëmje","mbrëmje","extra_letter","sq","albanian_spelling_correction"
"palnetet","planetet","letter_transposition","sq","albanian_spelling_correction"
"dtoën","dotën","letter_transposition","sq","albanian_spelling_correction"
"theelbësor","thelbësor","extra_letter","sq","albanian_spelling_correction"
"fjaalia","fjalia","extra_letter","sq","albanian_spelling_correction"
"pemës","pema","case_ending_error","sq","albanian_spelling_correction"
"siq","siç","c_q_confusion","sq","albanian_spelling_correction"
"sfotware","software","letter_transposition","sq","albanian_spelling_correction"
"gjmi","gjumi","missing_letter","sq","albanian_spelling_correction"
"prëmbajtur","përmbajtur","letter_transposition","sq","albanian_spelling_correction"
"gure","gurë","missing_diacritic","sq","albanian_spelling_correction"
"leon","lexon","missing_letter","sq","albanian_spelling_correction"
"palestra","palestrë","case_ending_error","sq","albanian_spelling_correction"
"shkkencëtarët","shkencëtarët","extra_letter","sq","albanian_spelling_correction"
"skollore","shkollore","digraph_reduction","sq","albanian_spelling_correction"
"mikrskop","mikroskop","missing_letter","sq","albanian_spelling_correction"
"ploot","plot","extra_letter","sq","albanian_spelling_correction"
"kërkojm","kërkojmë","drop_final_vowel","sq","albanian_spelling_correction"
"kaër","katër","missing_letter","sq","albanian_spelling_correction"
"sohku","shoku","letter_transposition","sq","albanian_spelling_correction"
"teknologjië","teknologjia","case_ending_error","sq","albanian_spelling_correction"
"rergulli","rregulli","letter_transposition","sq","albanian_spelling_correction"
"rtaarkëncshë","rtarkëncshë","extra_letter","sq","albanian_spelling_correction"
"mesim","mësim","missing_diacritic","sq","albanian_spelling_correction"
"shuma","shumë","case_ending_error","sq","albanian_spelling_correction"
"iulstrim","ilustrim","letter_transposition","sq","albanian_spelling_correction"
"gjiore","gjinore","missing_letter","sq","albanian_spelling_correction"
"ogranizojmë","organizojmë","letter_transposition","sq","albanian_spelling_correction"
"tifferks","tiferks","extra_letter","sq","albanian_spelling_correction"
"gakut","gjakut","digraph_reduction","sq","albanian_spelling_correction"
"huaazim","huazim","extra_letter","sq","albanian_spelling_correction"
"dhomat","dhoma","case_ending_error","sq","albanian_spelling_correction"
"akritekturë","arkitekturë","letter_transposition","sq","albanian_spelling_correction"
"përrdor","përdor","extra_letter","sq","albanian_spelling_correction"
"lexojm","lexojmë","drop_final_vowel","sq","albanian_spelling_correction"
"luaajmë","luajmë","extra_letter","sq","albanian_spelling_correction"
"parafjal","parafjalë","drop_final_vowel","sq","albanian_spelling_correction"
"njerëzin","njerëzit","case_ending_error","sq","albanian_spelling_correction"
